"iter"	"r.1.1."	"decay.1.1."	"buildSrxn1Base.1."	"degradSrxn1.1."	"Km_NRF2_ACETYLATED_SRXN1.1."	"hill_Srxn1.1."	"Vmax_buildSrxn1.1."	"Km_Srxn1.1."	"hill_acetylated_SRXN1.1."	"LnPrior"	"LnData"	"LnPosterior"
4998123	7.69118	0.147356	0.0224946	0.0163466	0.0144241	1.00278	130406	107269	9.95807	-13.23296	-12891.03	-12904.26
4999781	12.1345	0.148378	0.0245817	0.0160434	0.0138171	1.00394	130520	107053	9.97009	-19.84507	-12888.15	-12908
4995030	7.64644	0.148853	0.0235716	0.0165113	0.0134924	1.00309	130301	107234	9.92464	-14.9924	-12891.02	-12906.01
4997188	12.5189	0.1477	0.0258267	0.0161269	0.0145646	1.00328	130340	107048	9.98543	-19.41497	-12889.56	-12908.97
4996353	9.11861	0.147579	0.0240994	0.0158951	0.014574	1.00335	130428	107238	9.98316	-15.20211	-12887.44	-12902.64
4995468	9.13598	0.148363	0.0237056	0.0154691	0.0150655	1.0036	130480	107024	9.92702	-13.58603	-12895.9	-12909.49
4998026	8.6362	0.147392	0.0249681	0.0164751	0.0143653	1.00303	130500	107039	9.92238	-11.66256	-12894.96	-12906.62
4996391	9.10877	0.147139	0.0227924	0.0163073	0.0143382	1.00298	130431	107126	9.80147	-12.43302	-12895.7	-12908.14
4995490	10.1816	0.149778	0.0227292	0.0158574	0.0136358	1.00356	130291	107260	9.99506	-19.53126	-12883.73	-12903.26
4995421	8.25374	0.148381	0.0246163	0.0160958	0.014288	1.0034	130373	107038	9.96876	-13.92902	-12888.74	-12902.67
4998600	9.47755	0.14716	0.025101	0.016147	0.014898	1.00303	130420	107035	9.96705	-14.36313	-12888.67	-12903.03
4995981	9.67643	0.149779	0.0228469	0.0159952	0.0137301	1.00361	130424	107164	9.79911	-15.78879	-12887.7	-12903.49
4995222	8.23027	0.148157	0.0244385	0.0160042	0.0137454	1.00412	130623	107180	9.96845	-16.68905	-12892.11	-12908.8
4995169	7.81578	0.151588	0.0223157	0.0158553	0.0131313	1.00396	130422	107108	9.9455	-15.11865	-12892.5	-12907.62
4996544	7.29279	0.147611	0.0234262	0.0155799	0.0148982	1.00371	130570	107109	9.922	-12.81364	-12895.35	-12908.17
4998986	9.31518	0.149268	0.0215509	0.0163097	0.0135961	1.00332	130455	106927	9.95181	-13.28429	-12892.96	-12906.24
4999801	8.18766	0.147804	0.0227006	0.016424	0.0142471	1.0032	130643	106996	9.69679	-14.16227	-12895.13	-12909.3
4999774	7.16222	0.149424	0.0251449	0.0164741	0.0137576	1.00327	130409	107151	9.97868	-13.11193	-12894.99	-12908.1
4997937	7.94746	0.148125	0.024319	0.016568	0.0140725	1.00296	130478	107021	9.92703	-11.23404	-12891.96	-12903.19
4998260	10.4881	0.148444	0.0227433	0.0162686	0.0136289	1.00337	130439	107104	9.95119	-15.23603	-12889.56	-12904.79
4997531	8.67799	0.14862	0.0236318	0.0159006	0.0144097	1.00333	130453	107130	9.87481	-13.5468	-12889.42	-12902.96
4995494	8.67955	0.147573	0.0234658	0.0156836	0.0149818	1.0034	130454	107174	9.96572	-16.23246	-12894.47	-12910.7
4996493	10.7062	0.149741	0.0222071	0.0161528	0.0135087	1.00377	130421	106930	9.9633	-16.55559	-12888.75	-12905.31
4997069	8.72718	0.147104	0.0235403	0.0161226	0.0147348	1.00299	130469	107152	9.93651	-12.05664	-12889.85	-12901.91
4996325	8.64925	0.149423	0.0231539	0.0158697	0.0139677	1.0036	130464	107130	9.83288	-14.00071	-12890.76	-12904.76
4999818	7.76349	0.149124	0.0233332	0.015886	0.0138507	1.00375	130474	107008	9.81578	-14.05661	-12892.52	-12906.57
4995074	7.80982	0.148133	0.0229481	0.0159118	0.0142688	1.00361	130506	107035	9.97572	-12.40717	-12890.94	-12903.35
4996967	7.86446	0.147554	0.0244061	0.0160141	0.0144066	1.00352	130660	107100	9.96566	-14.2386	-12898.26	-12912.5
4997336	11.8501	0.147422	0.0243832	0.0163845	0.014307	1.00319	130529	107040	9.83934	-14.83118	-12891.56	-12906.39
4996933	9.14901	0.147913	0.0236962	0.0162487	0.0141663	1.00336	130534	107016	9.89829	-13.83115	-12891.15	-12904.98
4997387	9.42214	0.147814	0.0240939	0.0165745	0.0140854	1.00311	130468	106990	9.70089	-11.95535	-12891.99	-12903.95
4998006	7.19377	0.149516	0.0242677	0.0163528	0.0133535	1.00368	130431	107135	9.63985	-12.74163	-12894.47	-12907.21
4999427	12.9116	0.148617	0.0242773	0.0161673	0.0140589	1.00338	130532	107128	9.95451	-17.2632	-12888.88	-12906.14
4998960	7.95343	0.147783	0.0254502	0.0161221	0.014509	1.00335	130449	107247	9.99673	-14.83109	-12887.45	-12902.28
4996232	8.27037	0.148415	0.0247788	0.0159935	0.0140432	1.00365	130365	107060	9.94249	-14.52998	-12891.79	-12906.32
4998809	7.96844	0.149115	0.0228195	0.0160416	0.0139354	1.00336	130429	107193	9.98881	-14.80031	-12892.62	-12907.42
4999229	8.09891	0.149168	0.021742	0.0159577	0.0139568	1.00366	130639	107249	9.99463	-15.77359	-12889.41	-12905.18
