"iter"	"r.1.4."	"decay.1.4."	"buildSrxn1Base.1."	"degradSrxn1.1."	"Km_NRF2_ACETYLATED_SRXN1.1."	"hill_Srxn1.1."	"Vmax_buildSrxn1.1."	"Km_Srxn1.1."	"hill_acetylated_SRXN1.1."	"LnPrior"	"LnData"	"LnPosterior"
4997154	1.17573	0.102585	0.0225281	0.0158866	0.0140061	1.00358	130449	106978	9.97448	-15.33766	-12890.2	-12905.54
4996292	1.20765	0.103105	0.0230538	0.0158213	0.0139759	1.00363	130523	107302	9.99572	-15.98825	-12888.83	-12904.82
4996778	1.1718	0.103268	0.0215159	0.0163399	0.0136729	1.00292	130414	107308	9.68421	-14.86198	-12895.09	-12909.95
4997628	1.18333	0.100612	0.0239914	0.0162917	0.0153165	1.00264	130521	107168	9.8694	-11.77553	-12893.58	-12905.35
4995407	1.18228	0.101913	0.0246163	0.0162362	0.0144689	1.00318	130371	107126	9.51577	-13.69774	-12893.65	-12907.35
4995170	1.16607	0.103169	0.022055	0.0157133	0.0137295	1.00415	130512	107048	9.88654	-15.08388	-12887.64	-12902.72
4997469	1.19007	0.102166	0.0228456	0.0158743	0.014205	1.00365	130578	107180	9.93428	-13.83186	-12888.96	-12902.79
4996300	1.17549	0.101852	0.0229656	0.0159788	0.0141979	1.00339	130371	107092	9.97772	-13.24876	-12890.38	-12903.62
4999273	1.17748	0.102522	0.0224965	0.0158684	0.0140195	1.00373	130424	107090	9.97745	-17.03303	-12887.75	-12904.78
4998960	1.16938	0.103327	0.0236673	0.0163591	0.0134814	1.00343	130377	106997	9.99494	-12.91114	-12890.56	-12903.47
4998154	1.17936	0.101446	0.0233665	0.0162851	0.0145599	1.00301	130415	107154	9.89037	-13.20762	-12890.89	-12904.1
4999878	1.19533	0.102891	0.0224241	0.0154669	0.013956	1.00441	130436	106878	9.83597	-19.1848	-12890.83	-12910.01
4995448	1.13498	0.103398	0.0226353	0.0159283	0.0136881	1.00381	130420	107214	9.96864	-16.77558	-12887.29	-12904.07
4995754	1.18957	0.103266	0.0231803	0.0161716	0.013311	1.00364	130358	107137	9.99504	-18.10226	-12888.93	-12907.04
4997561	1.21266	0.100839	0.0249605	0.0166538	0.0151008	1.00241	130428	106940	9.75868	-11.84708	-12896.24	-12908.08
4995143	1.17322	0.103983	0.0239135	0.0164838	0.013084	1.00355	130511	107196	9.87772	-14.95718	-12892.05	-12907.01
4995483	1.17596	0.102928	0.0227292	0.0158275	0.0138126	1.00368	130466	107184	9.82361	-13.49526	-12888.82	-12902.31
4997819	1.18612	0.101611	0.0250048	0.016453	0.0146854	1.00279	130402	107046	9.92776	-11.91444	-12890.37	-12902.28
4995091	1.19518	0.103139	0.0220334	0.015558	0.0138985	1.00425	130417	107055	9.96431	-16.17676	-12890.82	-12907
4998067	1.1516	0.103201	0.0243273	0.0166552	0.0135624	1.00324	130519	107119	9.84356	-14.00644	-12893.65	-12907.65
4998809	1.1823	0.102319	0.0228195	0.0160416	0.0139354	1.00336	130429	107193	9.98881	-14.80031	-12892.62	-12907.42
4997474	1.15397	0.102166	0.0230837	0.015724	0.0143176	1.00366	130408	107180	9.93428	-15.73392	-12889.07	-12904.8
4997652	1.13522	0.103164	0.0241507	0.0160208	0.0138177	1.00359	130235	107117	9.93457	-17.40151	-12889.21	-12906.61
4999562	1.17134	0.102919	0.0217953	0.0155643	0.0138243	1.00415	130512	107182	9.92851	-16.89043	-12887.6	-12904.49
4999145	1.1817	0.102307	0.0220089	0.016004	0.0142515	1.00336	130483	107077	9.87128	-11.95402	-12891.53	-12903.48
4999598	1.22053	0.102235	0.0251448	0.0161884	0.0144229	1.00304	130411	107132	9.50756	-12.27562	-12897.33	-12909.61
4996523	1.14872	0.101473	0.025903	0.0162957	0.0147772	1.00319	130435	107126	9.88335	-13.71483	-12892.36	-12906.08
4995398	1.1799	0.103537	0.0244996	0.0165315	0.0133267	1.00358	130447	106899	9.97131	-14.81374	-12896.36	-12911.17
4997532	1.20906	0.100914	0.025782	0.0167586	0.0151306	1.00249	130501	107255	9.98652	-12.86885	-12899.54	-12912.41
4997565	1.17437	0.102183	0.0246864	0.0164029	0.014223	1.0032	130596	107171	9.9972	-13.05567	-12890.06	-12903.12
4998206	1.1983	0.102773	0.022239	0.0160644	0.0140508	1.00302	130369	107073	9.90808	-13.7351	-12894.29	-12908.02
4995366	1.1696	0.102821	0.0229351	0.0163554	0.014007	1.00309	130260	107043	9.98056	-14.98562	-12887.59	-12902.58
4995945	1.13115	0.102978	0.0224637	0.0162221	0.0138032	1.00325	130360	107148	9.63935	-13.76705	-12892.37	-12906.14
4995840	1.17261	0.102807	0.0245469	0.0164206	0.0137212	1.00346	130420	107129	9.89205	-15.5563	-12890.6	-12906.16
4998790	1.16205	0.103146	0.0231471	0.0166424	0.0137656	1.00305	130523	107072	9.88996	-12.98293	-12896.01	-12908.99
4996328	1.18591	0.102933	0.0216149	0.0157615	0.0139677	1.00372	130220	106877	9.989	-19.71721	-12889.02	-12908.74
4995700	1.19501	0.103304	0.022548	0.0161448	0.0135375	1.00342	130410	107092	9.93048	-14.39378	-12888.04	-12902.44
4997580	1.20838	0.101961	0.024755	0.0161038	0.0145802	1.00318	130510	106955	9.9972	-12.46003	-12891.48	-12903.94
4996060	1.17972	0.102813	0.0218601	0.0160075	0.0139303	1.00361	130395	107030	9.99053	-14.90217	-12889.35	-12904.25
4998320	1.15403	0.102958	0.0243922	0.0161659	0.0139148	1.00352	130445	107027	9.95538	-12.37059	-12890.77	-12903.14
4995022	1.20301	0.102987	0.0221141	0.0159836	0.0138681	1.00351	130553	107134	9.99958	-16.79705	-12888.98	-12905.78
4996967	1.16532	0.10175	0.0221377	0.016307	0.0144697	1.00288	130399	107101	9.89519	-14.46873	-12891.51	-12905.97
4999987	1.17308	0.104457	0.0223184	0.0161807	0.0128871	1.00364	130399	107226	9.90665	-14.91505	-12891.13	-12906.05
4998766	1.17261	0.102488	0.0235283	0.0161107	0.0140027	1.00335	130461	107074	9.96548	-11.16685	-12893.55	-12904.71
4995881	1.19193	0.102602	0.0225138	0.0157919	0.0139766	1.00371	130504	107105	9.84301	-13.95542	-12890.64	-12904.6
4999694	1.16267	0.10238	0.0236891	0.0159007	0.0142048	1.00366	130425	107158	9.92184	-17.60974	-12887.65	-12905.26
4999170	1.14014	0.10289	0.0214996	0.0160336	0.0139697	1.00339	130440	107341	9.95835	-20.1896	-12889.72	-12909.91
4998142	1.18453	0.101119	0.0267676	0.0158174	0.0148744	1.00345	130550	107145	9.75847	-13.42606	-12901.5	-12914.93
4999816	1.16208	0.103583	0.0218351	0.016006	0.0135063	1.00395	130437	106989	9.98356	-18.14283	-12890.07	-12908.21
4996620	1.20316	0.102494	0.0244598	0.0156461	0.014436	1.00348	130333	107347	9.97422	-19.74177	-12889.88	-12909.63
4996612	1.19302	0.102998	0.0254654	0.0165104	0.0136506	1.0034	130460	107164	9.96298	-13.89265	-12894.21	-12908.1
4996681	1.18095	0.101815	0.0238142	0.0159381	0.0146892	1.00348	130560	107117	9.93729	-12.1743	-12892.56	-12904.73
4997000	1.20954	0.10192	0.0235296	0.0163207	0.0144554	1.00287	130331	107104	9.87496	-13.43421	-12894.48	-12907.91
4998111	1.17935	0.102564	0.0234619	0.0162185	0.0138618	1.00356	130577	106936	9.89475	-14.64514	-12890.26	-12904.91
4999766	1.17891	0.102692	0.0227171	0.0157111	0.013842	1.00384	130412	107123	9.97807	-15.73077	-12888.4	-12904.13
4999216	1.17976	0.103389	0.0228787	0.0161113	0.0136866	1.00366	130447	107094	9.93113	-13.06879	-12890.94	-12904.01
4997767	1.20548	0.102154	0.0246233	0.0162593	0.01445	1.00312	130656	107191	9.94478	-15.8713	-12889.23	-12905.1
4998422	1.17975	0.102638	0.0226307	0.0160052	0.0137865	1.00355	130399	107165	9.93102	-14.78029	-12889.16	-12903.94
4998652	1.17576	0.102224	0.0230386	0.0162987	0.0141553	1.00329	130559	107064	9.82825	-14.12722	-12894.6	-12908.72
4995859	1.16032	0.1026	0.0247931	0.0165992	0.013629	1.00327	130301	107032	9.92327	-15.32271	-12893.32	-12908.64
4998084	1.16543	0.102956	0.0235816	0.0157429	0.0141471	1.0038	130451	107143	9.94712	-17.73128	-12889.47	-12907.2
4997980	1.18768	0.10312	0.0227753	0.016082	0.0136771	1.00329	130301	107088	9.78178	-14.93205	-12891.71	-12906.64
4998047	1.18669	0.102015	0.0244885	0.016428	0.0142718	1.00286	130502	107252	9.98763	-16.56299	-12888.18	-12904.75
4998420	1.20679	0.101914	0.0214024	0.0163003	0.0144522	1.00299	130587	107151	9.80911	-11.56479	-12897.76	-12909.32
4997190	1.21509	0.102075	0.0260811	0.0160438	0.0145245	1.00328	130249	107048	9.98543	-20.35766	-12891.86	-12912.22
4996181	1.21133	0.102024	0.0229697	0.0158964	0.0142799	1.00363	130639	107135	9.95795	-14.91793	-12889.89	-12904.81
4998385	1.20192	0.101745	0.0246715	0.0160934	0.014484	1.00346	130558	107143	9.96745	-11.65543	-12898.21	-12909.87
4999952	1.1963	0.103883	0.0218533	0.0157988	0.0131666	1.00416	130454	107148	9.97482	-16.83374	-12891.56	-12908.39
4995117	1.18398	0.101985	0.0247962	0.0161271	0.0144878	1.00314	130357	107248	9.99174	-15.60696	-12887.24	-12902.85
4999690	1.20372	0.104101	0.0223326	0.0162515	0.0131662	1.00368	130522	107003	9.86604	-13.54377	-12896.27	-12909.81
4995201	1.15993	0.1034	0.0235111	0.0158713	0.0136149	1.00406	130374	107015	9.96024	-21.21846	-12886.76	-12907.98
4995456	1.16741	0.101727	0.0219488	0.015425	0.0146847	1.00379	130570	107093	9.70086	-13.52588	-12896.08	-12909.61
4997949	1.16434	0.103078	0.0225289	0.0157881	0.0136722	1.00396	130630	107305	9.99361	-23.93339	-12885.41	-12909.35
4999131	1.15834	0.102456	0.0223812	0.0158817	0.0141332	1.00336	130414	107138	9.9916	-14.80824	-12890.47	-12905.28
4998980	1.18985	0.102629	0.0224178	0.0159849	0.0141206	1.00345	130587	107116	9.97511	-13.67288	-12887.98	-12901.65
4996150	1.1837	0.102144	0.0240773	0.0162079	0.0142599	1.00323	130483	107229	9.98388	-15.16193	-12887.43	-12902.6
4996821	1.1686	0.103099	0.0236629	0.0164668	0.0136032	1.00341	130631	107076	9.92796	-17.8029	-12892.54	-12910.34
4995842	1.16674	0.102113	0.0213431	0.0159083	0.0143513	1.00324	130308	107162	9.9235	-14.88984	-12893.33	-12908.22
4999559	1.18423	0.102205	0.0240863	0.0156611	0.0143793	1.00396	130394	107029	9.98728	-14.718	-12891.85	-12906.56
4999258	1.16943	0.102896	0.0217237	0.0158489	0.0137349	1.0039	130549	107085	9.99305	-14.66016	-12890.01	-12904.67
4997327	1.15558	0.102047	0.0243832	0.0162378	0.0142552	1.00328	130475	107092	9.88895	-11.8172	-12890.45	-12902.27
4998843	1.16664	0.102931	0.0242538	0.0162033	0.0139546	1.00339	130693	107306	9.98533	-17.50325	-12889.57	-12907.07
4998805	1.15283	0.103252	0.0228195	0.0163005	0.0137616	1.00332	130373	107108	9.99486	-15.87607	-12888.52	-12904.39
4999692	1.20681	0.102742	0.024244	0.0161424	0.013892	1.00354	130613	107074	9.75219	-14.51866	-12893.3	-12907.81
4999858	1.16237	0.103484	0.0234888	0.0161429	0.0136567	1.00362	130402	107150	9.94706	-15.99101	-12887.08	-12903.07
4996891	1.17639	0.102894	0.0229096	0.0155959	0.0141552	1.00376	130305	106965	9.96511	-17.74979	-12889.1	-12906.85
4999246	1.16133	0.103799	0.0218712	0.0157975	0.0132478	1.00389	130399	107246	9.98614	-17.25329	-12888.25	-12905.51
4997078	1.19071	0.10309	0.0262095	0.0163868	0.0137368	1.00361	130586	107083	9.99063	-14.87985	-12892.36	-12907.24
4998632	1.23245	0.102304	0.0258628	0.0160313	0.0144781	1.00329	130462	106962	9.95266	-12.63447	-12896.91	-12909.55
4998299	1.21955	0.101074	0.025465	0.0165111	0.0149544	1.00268	130465	107137	9.8972	-11.73405	-12891.95	-12903.68
4999437	1.15404	0.102691	0.0232324	0.0164917	0.0134675	1.00339	130548	107180	9.99903	-16.90802	-12893.35	-12910.26
4998843	1.2144	0.102005	0.0246994	0.0159183	0.0144711	1.00349	130451	107057	9.98221	-14.21168	-12889.45	-12903.66
4995438	1.17381	0.102886	0.0224445	0.0160226	0.0138637	1.0035	130453	107059	9.74742	-11.8245	-12892.62	-12904.44
4999027	1.13209	0.102972	0.0234675	0.0165008	0.0138528	1.00318	130382	107061	9.91964	-11.82419	-12895.79	-12907.62
4995387	1.23084	0.102396	0.0223316	0.0162257	0.0141904	1.00302	130538	107138	9.74123	-15.69635	-12897.04	-12912.74
4997659	1.19742	0.100954	0.02488	0.0163787	0.0151521	1.00249	130274	107152	9.89387	-14.35922	-12889.63	-12903.99
4999078	1.15547	0.102399	0.0217259	0.0157283	0.0139519	1.00368	130327	107032	9.97242	-17.08633	-12891.2	-12908.29
4999981	1.15375	0.102878	0.0227155	0.0163007	0.0138088	1.00326	130338	107215	9.92689	-14.44354	-12887.42	-12901.86
4997954	1.15019	0.10308	0.0237242	0.0159051	0.013672	1.00394	130514	107268	9.99361	-21.14292	-12885.4	-12906.54
4998538	1.19898	0.101523	0.023857	0.0159877	0.014877	1.00309	130524	107187	9.95996	-12.98429	-12889.87	-12902.86
4996876	1.18935	0.10206	0.0241408	0.0166097	0.0141793	1.00275	130319	107184	9.94165	-16.22569	-12890.33	-12906.56
4995715	1.17364	0.1015	0.0245252	0.0159224	0.0146782	1.00354	130310	107031	9.86536	-14.5589	-12890.78	-12905.34
4997619	1.21608	0.100562	0.0246888	0.0160519	0.0155274	1.00264	130351	107162	9.99247	-13.0237	-12891.12	-12904.14
4999790	1.15047	0.103121	0.0236131	0.0158465	0.0137272	1.00369	130427	107127	9.98823	-15.29943	-12890.57	-12905.87
4996707	1.21158	0.101936	0.0242951	0.0157596	0.0147375	1.00363	130445	107033	9.97812	-15.56596	-12891.19	-12906.76
4999187	1.17481	0.103563	0.0226494	0.0160105	0.0134406	1.00386	130420	107125	9.74218	-15.4585	-12893.75	-12909.21
4995549	1.17492	0.103531	0.0225978	0.0157304	0.0134561	1.00411	130566	107229	9.94831	-16.57842	-12889.19	-12905.77
4996603	1.15371	0.103053	0.0231727	0.0164496	0.0135281	1.00335	130534	106957	9.99171	-15.63222	-12894.66	-12910.29
